source_path,output_path,status,confidence,det_left,det_top,det_right,det_bottom,crop_left,crop_top,crop_right,crop_bottom
penguins_data\Hanbury\Hanbury19.jpg,belly\Hanbury\Hanbury19.jpg,yolo(conf=0.65),0.654,196,278,477,729,182,255,491,752
penguins_data\Hanbury\Hanbury2.jpg,belly\Hanbury\Hanbury2.jpg,yolo(conf=0.87),0.867,79,358,420,813,62,335,437,836
penguins_data\Hanbury\Hanbury3.jpg,belly\Hanbury\Hanbury3.jpg,no_detection_fallback,0.000,,,,,69,202,624,648
penguins_data\Hanbury\Hanbury4.jpg,belly\Hanbury\Hanbury4.jpg,yolo(conf=0.44),0.436,335,455,909,1019,306,427,938,1047
penguins_data\Hanbury\Hanbury5.jpg,belly\Hanbury\Hanbury5.jpg,yolo(conf=0.75),0.755,129,400,785,1379,96,351,818,1428
penguins_data\Hanbury\Hanbury6.jpg,belly\Hanbury\Hanbury6.jpg,yolo(conf=0.64),0.637,99,394,746,1303,67,349,778,1348
penguins_data\Hanbury\Hanbury7.jpg,belly\Hanbury\Hanbury7.jpg,yolo(conf=0.76),0.764,107,455,774,1402,74,408,807,1449
penguins_data\Hanbury\Hanbury8.jpg,belly\Hanbury\Hanbury8.jpg,yolo(conf=0.82),0.818,316,328,795,1045,292,292,819,1081
penguins_data\Hanbury\Hanbury9.jpg,belly\Hanbury\Hanbury9.jpg,yolo(conf=0.91),0.906,211,543,755,1259,184,507,782,1295
penguins_data\Heathcliffe\DSC_2583.jpeg,belly\Heathcliffe\DSC_2583.jpeg,yolo(conf=0.86),0.860,68,320,504,841,46,294,526,867
penguins_data\Heathcliffe\DSC_2584.jpeg,belly\Heathcliffe\DSC_2584.jpeg,yolo(conf=0.80),0.803,88,292,542,819,65,266,565,845
penguins_data\Heathcliffe\DSC_2585.jpeg,belly\Heathcliffe\DSC_2585.jpeg,yolo(conf=0.59),0.588,242,412,648,859,222,390,668,866
penguins_data\Heathcliffe\DSC_2623.jpeg,belly\Heathcliffe\DSC_2623.jpeg,yolo(conf=0.30),0.303,377,225,1171,1340,337,169,1211,1396
penguins_data\Heathcliffe\DSC_2624.jpeg,belly\Heathcliffe\DSC_2624.jpeg,yolo(conf=0.47),0.470,555,211,1551,1769,505,133,1601,1847
penguins_data\Heathcliffe\DSC_2625.jpeg,belly\Heathcliffe\DSC_2625.jpeg,yolo(conf=0.31),0.310,902,292,2116,2753,841,169,2177,2828
penguins_data\Heathcliffe\Heathcliff 2.jpg,belly\Heathcliffe\Heathcliff 2.jpg,yolo(conf=0.68),0.681,108,441,568,1083,85,409,591,1115
penguins_data\Heathcliffe\Heathcliff 3.jpg,belly\Heathcliffe\Heathcliff 3.jpg,yolo(conf=0.62),0.616,84,297,379,797,69,272,380,822
penguins_data\Heathcliffe\Heathcliff1.jpg,belly\Heathcliffe\Heathcliff1.jpg,yolo(conf=0.48),0.475,182,514,623,1104,160,484,645,1134
penguins_data\Heathcliffe\Heathcliff4.jpg,belly\Heathcliffe\Heathcliff4.jpg,yolo(conf=0.67),0.669,132,572,677,1022,105,550,704,1044
penguins_data\Heathcliffe\Heathcliff5.jpg,belly\Heathcliffe\Heathcliff5.jpg,yolo(conf=0.72),0.716,142,611,667,1104,116,586,693,1129
penguins_data\Heathcliffe\Heathcliff6.jpg,belly\Heathcliffe\Heathcliff6.jpg,yolo(conf=0.63),0.626,145,625,718,1308,116,591,747,1342
penguins_data\Heathcliffe\Heathcliff7.jpg,belly\Heathcliffe\Heathcliff7.jpg,yolo(conf=0.33),0.331,181,293,436,734,168,271,449,756
penguins_data\Heathcliffe\Heathcliff8.jpg,belly\Heathcliffe\Heathcliff8.jpg,no_detection_fallback,0.000,,,,,64,333,576,1068
penguins_data\Heathcliffe\Heathcliff9.jpg,belly\Heathcliffe\Heathcliff9.jpg,no_detection_fallback,0.000,,,,,40,188,360,604
penguins_data\Heathcliffe\IMG_0105_box1.jpg,belly\Heathcliffe\IMG_0105_box1.jpg,yolo(conf=0.55),0.549,307,312,779,1160,283,270,803,1202
penguins_data\Heathcliffe\IMG_0129_box1.jpg,belly\Heathcliffe\IMG_0129_box1.jpg,yolo(conf=0.51),0.511,86,244,485,1165,66,198,505,1211
penguins_data\Heathcliffe\IMG_1744_box3.jpg,belly\Heathcliffe\IMG_1744_box3.jpg,yolo(conf=0.57),0.572,361,221,810,912,339,186,810,947
penguins_data\Heathcliffe\IMG_1748_box2.jpg,belly\Heathcliffe\IMG_1748_box2.jpg,yolo(conf=0.62),0.616,318,269,801,1193,294,223,801,1239
penguins_data\Heathcliffe\IMG_1809_box1.jpg,belly\Heathcliffe\IMG_1809_box1.jpg,yolo(conf=0.51),0.509,285,242,754,958,262,206,777,994
penguins_data\Heathcliffe\IMGP0391.JPG,belly\Heathcliffe\IMGP0391.JPG,yolo(conf=0.56),0.562,412,172,877,1069,389,127,897,1114
penguins_data\Heathcliffe\IMGP0392.JPG,belly\Heathcliffe\IMGP0392.JPG,yolo(conf=0.50),0.504,551,64,1305,1395,513,0,1343,1462
penguins_data\Heathcliffe\IMGP0393.JPG,belly\Heathcliffe\IMGP0393.JPG,yolo(conf=0.79),0.792,208,689,1044,2088,166,619,1060,2158
penguins_data\Heathcliffe\IMGP0394.JPG,belly\Heathcliffe\IMGP0394.JPG,yolo(conf=0.46),0.462,1190,313,2025,2130,1148,222,2025,2221
penguins_data\Heathcliffe\IMGP0395.JPG,belly\Heathcliffe\IMGP0395.JPG,yolo(conf=0.56),0.565,649,375,1547,1969,604,295,1547,2049
penguins_data\Heathcliffe\IMGP0396.JPG,belly\Heathcliffe\IMGP0396.JPG,yolo(conf=0.62),0.624,73,385,541,1322,50,338,564,1369
penguins_data\Heathcliffe\IMGP0397.JPG,belly\Heathcliffe\IMGP0397.JPG,yolo(conf=0.70),0.698,302,575,1060,2018,264,503,1098,2090
penguins_data\Heathcliffe\IMGP0398.JPG,belly\Heathcliffe\IMGP0398.JPG,no_detection_fallback,0.000,,,,,141,742,1269,2376
penguins_data\Heathcliffe\IMGP0399.JPG,belly\Heathcliffe\IMGP0399.JPG,yolo(conf=0.49),0.491,313,474,1154,1807,271,407,1154,1874
penguins_data\Heathcliffe\IMGP0400.JPG,belly\Heathcliffe\IMGP0400.JPG,yolo(conf=0.62),0.618,426,694,1180,1874,388,635,1218,1933
penguins_data\Heathcliffe\IMGP0401.JPG,belly\Heathcliffe\IMGP0401.JPG,yolo(conf=0.52),0.518,105,173,1192,1557,51,104,1246,1626
penguins_data\Heathcliffe\IMGP0402.JPG,belly\Heathcliffe\IMGP0402.JPG,yolo(conf=0.57),0.566,0,170,1038,1346,0,111,1090,1405
penguins_data\Heathcliffe\IMGP0403.JPG,belly\Heathcliffe\IMGP0403.JPG,yolo(conf=0.53),0.530,592,300,1430,1654,550,232,1472,1722
penguins_data\Heathcliffe\IMGP0418.JPG,belly\Heathcliffe\IMGP0418.JPG,yolo(conf=0.34),0.341,20,411,462,1006,0,381,484,1036
penguins_data\Heathcliffe\Penguins_All - 239 of 322_box4.jpeg,belly\Heathcliffe\Penguins_All - 239 of 322_box4.jpeg,yolo(conf=0.31),0.313,141,449,484,1010,124,421,484,1016
penguins_data\Heathcliffe\Penguins_All - 240 of 322_box3.jpeg,belly\Heathcliffe\Penguins_All - 240 of 322_box3.jpeg,yolo(conf=0.38),0.385,163,432,490,1007,147,403,490,1021
penguins_data\Heathcliffe\Penguins_All - 241 of 322_box4.jpeg,belly\Heathcliffe\Penguins_All - 241 of 322_box4.jpeg,no_detection_fallback,0.000,,,,,65,295,589,944
penguins_data\Heathcliffe\Penguins_All - 243 of 322_box1.jpeg,belly\Heathcliffe\Penguins_All - 243 of 322_box1.jpeg,yolo(conf=0.67),0.665,149,573,826,1795,115,512,860,1856
penguins_data\Heathcliffe\Penguins_All - 244 of 322_box1.jpeg,belly\Heathcliffe\Penguins_All - 244 of 322_box1.jpeg,yolo(conf=0.52),0.524,106,417,829,1688,70,353,865,1752
penguins_data\Heathcliffe\Penguins_All - 246 of 322_box4.jpeg,belly\Heathcliffe\Penguins_All - 246 of 322_box4.jpeg,yolo(conf=0.61),0.608,4,247,314,844,0,217,330,874
penguins_data\Heathcliffe\Penguins_All - 247 of 322_box4.jpeg,belly\Heathcliffe\Penguins_All - 247 of 322_box4.jpeg,yolo(conf=0.71),0.708,63,308,356,903,48,278,371,933
penguins_data\Heathcliffe\Penguins_All - 248 of 322_box1.jpeg,belly\Heathcliffe\Penguins_All - 248 of 322_box1.jpeg,yolo(conf=0.66),0.655,78,267,404,855,62,238,420,884
penguins_data\Heathcliffe\Penguins_All - 249 of 322_box2.jpeg,belly\Heathcliffe\Penguins_All - 249 of 322_box2.jpeg,yolo(conf=0.59),0.587,118,305,452,831,101,279,469,857
penguins_data\Heathcliffe\Penguins_All - 250 of 322_box2.jpeg,belly\Heathcliffe\Penguins_All - 250 of 322_box2.jpeg,yolo(conf=0.55),0.546,102,286,420,866,86,257,436,895
penguins_data\Heathcliffe\Penguins_All - 251 of 322_box2.jpeg,belly\Heathcliffe\Penguins_All - 251 of 322_box2.jpeg,yolo(conf=0.54),0.538,99,294,413,841,83,267,429,868
penguins_data\Heathcliffe\Penguins_All - 252 of 322_box2.jpeg,belly\Heathcliffe\Penguins_All - 252 of 322_box2.jpeg,yolo(conf=0.59),0.591,101,290,409,835,86,263,424,862
penguins_data\Heathcliffe\Penguins_All - 258 of 322_box3.jpeg,belly\Heathcliffe\Penguins_All - 258 of 322_box3.jpeg,no_detection_fallback,0.000,,,,,128,522,1158,1671
penguins_data\Heathcliffe\Penguins_All - 259 of 322_box3.jpeg,belly\Heathcliffe\Penguins_All - 259 of 322_box3.jpeg,no_detection_fallback,0.000,,,,,102,587,924,1880
penguins_data\Heathcliffe\Penguins_All - 263 of 322_box1.jpeg,belly\Heathcliffe\Penguins_All - 263 of 322_box1.jpeg,yolo(conf=0.66),0.658,194,634,1233,2160,142,558,1285,2236
penguins_data\Heathcliffe\Penguins_All - 264 of 322_box2.jpeg,belly\Heathcliffe\Penguins_All - 264 of 322_box2.jpeg,yolo(conf=0.70),0.695,99,853,1203,2414,44,775,1258,2492
penguins_data\Heathcliffe\Penguins_All - 265 of 322_box2.jpeg,belly\Heathcliffe\Penguins_All - 265 of 322_box2.jpeg,yolo(conf=0.75),0.753,93,366,537,985,71,335,559,1016
penguins_data\Heathcliffe\Penguins_All - 266 of 322_box1.jpeg,belly\Heathcliffe\Penguins_All - 266 of 322_box1.jpeg,yolo(conf=0.79),0.788,85,375,500,976,64,345,502,1006
penguins_data\Heathcliffe\Penguins_All - 267 of 322_box2.jpeg,belly\Heathcliffe\Penguins_All - 267 of 322_box2.jpeg,yolo(conf=0.73),0.725,88,368,506,976,67,338,527,1006
penguins_data\Heathcliffe\Penguins_All - 269 of 322_box4.jpeg,belly\Heathcliffe\Penguins_All - 269 of 322_box4.jpeg,yolo(conf=0.84),0.841,88,406,538,1039,66,374,560,1071
penguins_data\Heathcliffe\Penguins_All - 270 of 322_box4.jpeg,belly\Heathcliffe\Penguins_All - 270 of 322_box4.jpeg,yolo(conf=0.76),0.755,57,366,462,1002,37,334,482,1034
penguins_data\Heathcliffe\Penguins_All - 271 of 322_box3.jpeg,belly\Heathcliffe\Penguins_All - 271 of 322_box3.jpeg,yolo(conf=0.81),0.806,58,360,513,1028,35,327,536,1061
penguins_data\Heathcliffe\Penguins_All - 272 of 322_box5.jpeg,belly\Heathcliffe\Penguins_All - 272 of 322_box5.jpeg,yolo(conf=0.70),0.695,19,366,486,1034,0,333,506,1067
penguins_data\Heathcliffe\Penguins_All - 273 of 322_box2.jpeg,belly\Heathcliffe\Penguins_All - 273 of 322_box2.jpeg,yolo(conf=0.69),0.687,9,356,375,1026,0,322,393,1060
penguins_data\Heathcliffe\Penguins_All - 274 of 322_box3.jpeg,belly\Heathcliffe\Penguins_All - 274 of 322_box3.jpeg,yolo(conf=0.70),0.697,17,380,365,957,0,351,382,986
penguins_data\Heathcliffe\Penguins_All - 275 of 322_box2.jpeg,belly\Heathcliffe\Penguins_All - 275 of 322_box2.jpeg,yolo(conf=0.68),0.683,71,359,433,995,53,327,451,1027
penguins_data\Heathcliffe\Penguins_All - 281 of 322_box1.jpeg,belly\Heathcliffe\Penguins_All - 281 of 322_box1.jpeg,no_detection_fallback,0.000,,,,,72,295,654,944
penguins_data\Heathcliffe\Penguins_All - 282 of 322_box1.jpeg,belly\Heathcliffe\Penguins_All - 282 of 322_box1.jpeg,yolo(conf=0.67),0.672,90,297,450,955,72,264,468,988
penguins_data\Heathcliffe\Penguins_All - 283 of 322_box1.jpeg,belly\Heathcliffe\Penguins_All - 283 of 322_box1.jpeg,yolo(conf=0.77),0.766,160,298,525,838,142,271,543,865
penguins_data\Heathcliffe\Penguins_All - 285 of 322_box4.jpeg,belly\Heathcliffe\Penguins_All - 285 of 322_box4.jpeg,yolo(conf=0.81),0.813,45,127,220,307,36,118,229,316
penguins_data\Heligan\DSC_2398.jpeg,belly\Heligan\DSC_2398.jpeg,yolo(conf=0.75),0.753,385,700,1332,2485,338,611,1379,2574
penguins_data\Heligan\DSC_2399.jpeg,belly\Heligan\DSC_2399.jpeg,yolo(conf=0.75),0.750,339,757,1299,2520,291,669,1347,2608
penguins_data\Heligan\DSC_2400.jpeg,belly\Heligan\DSC_2400.jpeg,yolo(conf=0.62),0.620,671,647,1761,2632,617,548,1815,2731
penguins_data\Heligan\Heligan 1.jpg,belly\Heligan\Heligan 1.jpg,yolo(conf=0.46),0.456,211,584,618,1162,191,555,638,1191
penguins_data\Heligan\Heligan 3.jpg,belly\Heligan\Heligan 3.jpg,yolo(conf=0.68),0.685,131,418,464,836,114,397,481,857
penguins_data\Heligan\Heligan 4.jpg,belly\Heligan\Heligan 4.jpg,no_detection_fallback,0.000,,,,,96,296,872,947
penguins_data\Heligan\Heligan 5.jpg,belly\Heligan\Heligan 5.jpg,yolo(conf=0.79),0.793,108,414,425,854,92,392,441,876
penguins_data\Jack\Jack1.jpg,belly\Jack\Jack1.jpg,yolo(conf=0.84),0.837,161,287,519,725,143,265,537,747
penguins_data\Jack\Jack2.jpg,belly\Jack\Jack2.jpg,yolo(conf=0.43),0.434,165,634,683,1603,139,586,709,1651
penguins_data\Jack\Jack3.jpg,belly\Jack\Jack3.jpg,yolo(conf=0.65),0.649,133,437,569,1297,111,394,591,1340
penguins_data\Jack\Jack4.jpg,belly\Jack\Jack4.jpg,yolo(conf=0.67),0.669,78,484,518,1290,56,444,540,1330
penguins_data\Jack\Jack5.jpg,belly\Jack\Jack5.jpg,no_detection_fallback,0.000,,,,,65,298,585,956
penguins_data\Jack\Jack6.jpg,belly\Jack\Jack6.jpg,yolo(conf=0.56),0.558,272,374,673,1026,252,341,673,1059
penguins_data\Jack\Jack7.jpg,belly\Jack\Jack7.jpg,yolo(conf=0.64),0.635,178,386,620,778,156,366,624,798
penguins_data\Jack\Jack8.jpg,belly\Jack\Jack8.jpg,yolo(conf=0.55),0.549,73,376,412,572,56,366,429,582
penguins_data\Jaz\DSC_2627.jpeg,belly\Jaz\DSC_2627.jpeg,yolo(conf=0.80),0.801,146,681,1055,2075,101,611,1100,2145
penguins_data\Jaz\DSC_2628.jpeg,belly\Jaz\DSC_2628.jpeg,yolo(conf=0.69),0.690,338,657,1251,2143,292,583,1297,2217
penguins_data\Jaz\DSC_2629.jpeg,belly\Jaz\DSC_2629.jpeg,yolo(conf=0.30),0.304,883,766,1587,2553,848,677,1587,2642
penguins_data\Jaz\DSC_2631.jpeg,belly\Jaz\DSC_2631.jpeg,yolo(conf=0.53),0.533,402,140,1752,2559,334,19,1820,2680
penguins_data\Jaz\IMGP0135.JPG,belly\Jaz\IMGP0135.JPG,yolo(conf=0.70),0.699,38,357,535,1168,13,316,560,1209
penguins_data\Jaz\IMGP0136.JPG,belly\Jaz\IMGP0136.JPG,no_detection_fallback,0.000,,,,,83,334,747,1069
penguins_data\Jaz\IMGP0146.JPG,belly\Jaz\IMGP0146.JPG,yolo(conf=0.70),0.704,0,299,480,1006,0,264,504,1041
penguins_data\Jaz\IMGP0147.JPG,belly\Jaz\IMGP0147.JPG,yolo(conf=0.74),0.742,75,348,477,1009,55,315,497,1042
penguins_data\Jaz\IMGP0148.JPG,belly\Jaz\IMGP0148.JPG,yolo(conf=0.76),0.760,84,330,473,1026,65,295,492,1061
penguins_data\Jaz\IMGP0149.JPG,belly\Jaz\IMGP0149.JPG,yolo(conf=0.80),0.796,84,319,470,1017,65,284,489,1052
penguins_data\Jaz\IMGP0150.JPG,belly\Jaz\IMGP0150.JPG,yolo(conf=0.77),0.770,85,345,516,1094,63,308,538,1131
penguins_data\Jaz\IMGP0151.JPG,belly\Jaz\IMGP0151.JPG,yolo(conf=0.80),0.800,79,339,519,1087,57,302,541,1124
penguins_data\Jaz\IMGP0152.JPG,belly\Jaz\IMGP0152.JPG,yolo(conf=0.78),0.780,84,343,546,1051,61,308,569,1086
penguins_data\Jaz\IMGP0153.JPG,belly\Jaz\IMGP0153.JPG,no_detection_fallback,0.000,,,,,88,313,800,1002
penguins_data\Jaz\Jaz chick.jpg,belly\Jaz\Jaz chick.jpg,yolo(conf=0.86),0.856,262,449,858,1182,232,412,888,1219
penguins_data\Jaz\Jaz chick2.jpg,belly\Jaz\Jaz chick2.jpg,yolo(conf=0.74),0.741,104,383,642,1226,77,341,669,1268
penguins_data\Jaz\Jaz1.jpg,belly\Jaz\Jaz1.jpg,yolo(conf=0.89),0.887,224,656,902,1607,190,608,936,1655
penguins_data\Jaz\Jaz2.jpg,belly\Jaz\Jaz2.jpg,yolo(conf=0.74),0.743,56,206,285,557,45,188,296,575
penguins_data\Jaz\Jaz3.jpg,belly\Jaz\Jaz3.jpg,yolo(conf=0.80),0.796,147,563,678,1452,120,519,705,1496
penguins_data\Jaz\Jaz4.jpg,belly\Jaz\Jaz4.jpg,yolo(conf=0.72),0.719,340,734,821,1305,316,705,845,1334
penguins_data\Jaz\Jaz5.jpg,belly\Jaz\Jaz5.jpg,yolo(conf=0.80),0.801,380,541,903,1390,354,499,929,1432
penguins_data\Jaz\Jaz6.jpg,belly\Jaz\Jaz6.jpg,yolo(conf=0.91),0.906,241,424,797,1096,213,390,825,1130
penguins_data\Karen\IMGP0534.JPG,belly\Karen\IMGP0534.JPG,yolo(conf=0.81),0.815,84,367,455,901,65,340,474,928
penguins_data\Karen\IMGP0535.JPG,belly\Karen\IMGP0535.JPG,yolo(conf=0.73),0.733,166,313,568,961,146,281,588,993
penguins_data\Karen\IMGP0540.JPG,belly\Karen\IMGP0540.JPG,yolo(conf=0.64),0.642,70,493,641,1204,41,457,670,1240
penguins_data\Karen\IMGP0541.JPG,belly\Karen\IMGP0541.JPG,yolo(conf=0.60),0.603,111,537,819,1476,76,490,854,1523
penguins_data\Karen\Karen1.jpg,belly\Karen\Karen1.jpg,yolo(conf=0.77),0.773,291,698,777,1409,267,662,801,1445
penguins_data\Karen\Karen10.jpg,belly\Karen\Karen10.jpg,yolo(conf=0.78),0.781,323,462,879,1357,295,417,907,1402
penguins_data\Karen\Karen11.jpg,belly\Karen\Karen11.jpg,yolo(conf=0.27),0.267,488,517,971,1201,464,483,995,1235
penguins_data\Karen\Karen2.jpg,belly\Karen\Karen2.jpg,yolo(conf=0.85),0.851,110,303,436,761,94,280,452,784
penguins_data\Karen\Karen3.jpg,belly\Karen\Karen3.jpg,yolo(conf=0.85),0.850,121,264,451,721,105,241,467,744
penguins_data\Karen\Karen4.jpg,belly\Karen\Karen4.jpg,no_detection_fallback,0.000,,,,,90,298,817,953
penguins_data\Karen\Karen8.jpg,belly\Karen\Karen8.jpg,yolo(conf=0.81),0.815,88,433,466,993,69,405,485,1021
penguins_data\Karen\Karen9.jpg,belly\Karen\Karen9.jpg,yolo(conf=0.84),0.837,273,438,648,939,254,413,667,964
penguins_data\Kermit\DSC_2775.jpeg,belly\Kermit\DSC_2775.jpeg,no_detection_fallback,0.000,,,,,90,391,816,1251
penguins_data\Kermit\DSC_2776.jpeg,belly\Kermit\DSC_2776.jpeg,yolo(conf=0.51),0.515,236,411,631,1249,216,369,651,1249
penguins_data\Kermit\DSC_2777.jpeg,belly\Kermit\DSC_2777.jpeg,yolo(conf=0.81),0.813,155,344,502,997,138,311,519,1026
penguins_data\Kermit\DSC_2778.jpeg,belly\Kermit\DSC_2778.jpeg,yolo(conf=0.77),0.772,116,319,474,952,98,287,492,984
penguins_data\Kermit\DSC_2779.jpeg,belly\Kermit\DSC_2779.jpeg,yolo(conf=0.77),0.771,108,282,472,917,90,250,490,945
penguins_data\Kermit\IMG_0295_box2.jpg,belly\Kermit\IMG_0295_box2.jpg,yolo(conf=0.78),0.778,129,300,501,928,110,269,520,959
penguins_data\Kermit\IMG_0792_box3.jpg,belly\Kermit\IMG_0792_box3.jpg,yolo(conf=0.39),0.394,10,162,237,504,0,145,248,521
penguins_data\Kermit\IMG_0793_box3.jpg,belly\Kermit\IMG_0793_box3.jpg,yolo(conf=0.53),0.531,31,150,222,500,21,132,232,518
penguins_data\Kermit\IMG_0794_box9.jpg,belly\Kermit\IMG_0794_box9.jpg,yolo(conf=0.55),0.549,26,161,195,511,18,143,203,529
penguins_data\Kermit\IMG_0795_box5.jpg,belly\Kermit\IMG_0795_box5.jpg,yolo(conf=0.56),0.555,24,162,245,541,13,143,256,560
penguins_data\Kermit\IMG_0798_box7.jpg,belly\Kermit\IMG_0798_box7.jpg,yolo(conf=0.61),0.611,35,127,211,474,26,110,220,491
penguins_data\Kermit\IMG_0823_box4.jpg,belly\Kermit\IMG_0823_box4.jpg,yolo(conf=0.55),0.552,61,182,360,756,46,153,364,785
penguins_data\Kermit\IMG_0827_box6.jpg,belly\Kermit\IMG_0827_box6.jpg,no_detection_fallback,0.000,,,,,49,304,441,973
penguins_data\Kermit\IMG_0828_box1.jpg,belly\Kermit\IMG_0828_box1.jpg,yolo(conf=0.46),0.456,155,342,488,1100,138,304,505,1138
penguins_data\Kermit\IMG_0829_box2.jpg,belly\Kermit\IMG_0829_box2.jpg,yolo(conf=0.66),0.660,235,421,757,1309,209,377,783,1321
penguins_data\Kermit\IMG_0830_box3.jpg,belly\Kermit\IMG_0830_box3.jpg,yolo(conf=0.57),0.569,293,454,952,1303,260,412,973,1315
penguins_data\Kermit\IMG_0831_box2.jpg,belly\Kermit\IMG_0831_box2.jpg,yolo(conf=0.71),0.706,222,528,852,1316,190,489,884,1318
penguins_data\Kermit\IMG_0832_box1.jpg,belly\Kermit\IMG_0832_box1.jpg,yolo(conf=0.64),0.643,174,541,829,1332,141,501,862,1332
penguins_data\Kermit\IMG_0833_box2.jpg,belly\Kermit\IMG_0833_box2.jpg,yolo(conf=0.60),0.600,246,564,921,1287,212,528,955,1287
penguins_data\Kermit\IMG_0834_box1.jpg,belly\Kermit\IMG_0834_box1.jpg,yolo(conf=0.47),0.466,269,590,1070,1411,229,549,1110,1411
penguins_data\Kermit\IMG_0835_box2.jpg,belly\Kermit\IMG_0835_box2.jpg,yolo(conf=0.80),0.799,438,597,1312,1467,394,553,1356,1467
penguins_data\Kermit\IMG_0840_box3.jpg,belly\Kermit\IMG_0840_box3.jpg,yolo(conf=0.70),0.702,215,855,995,1424,176,827,1034,1424
penguins_data\Kermit\IMG_0985_box5.jpg,belly\Kermit\IMG_0985_box5.jpg,yolo(conf=0.75),0.745,53,207,381,808,37,177,397,838
penguins_data\Kermit\IMG_1572_box3.jpg,belly\Kermit\IMG_1572_box3.jpg,yolo(conf=0.72),0.717,69,163,461,696,49,136,481,723
penguins_data\Kermit\IMG_1579_box6.jpg,belly\Kermit\IMG_1579_box6.jpg,yolo(conf=0.57),0.565,111,167,471,821,93,134,489,831
penguins_data\Kermit\IMG_1732_box2.jpg,belly\Kermit\IMG_1732_box2.jpg,yolo(conf=0.48),0.482,66,150,499,585,44,128,521,607
penguins_data\Kermit\IMG_2046_box2.jpg,belly\Kermit\IMG_2046_box2.jpg,yolo(conf=0.74),0.735,132,209,431,782,117,180,446,811
penguins_data\Kermit\IMG_2047_box2.jpg,belly\Kermit\IMG_2047_box2.jpg,no_detection_fallback,0.000,,,,,58,203,529,651
penguins_data\Kermit\IMG_3103_box1.jpg,belly\Kermit\IMG_3103_box1.jpg,yolo(conf=0.51),0.507,84,236,375,886,69,204,390,918
penguins_data\Kermit\IMG_3277.jpeg,belly\Kermit\IMG_3277.jpeg,yolo(conf=0.50),0.504,410,552,1326,2128,364,473,1372,2207
penguins_data\Kermit\IMG_3278.jpeg,belly\Kermit\IMG_3278.jpeg,yolo(conf=0.49),0.486,642,612,1336,2176,607,534,1371,2254
penguins_data\Kermit\IMG_3280.jpeg,belly\Kermit\IMG_3280.jpeg,no_detection_fallback,0.000,,,,,157,603,1419,1930
penguins_data\Kermit\IMG_3281.jpeg,belly\Kermit\IMG_3281.jpeg,yolo(conf=0.50),0.501,564,489,1436,1990,520,414,1436,2065
penguins_data\Kermit\IMG_3282.jpeg,belly\Kermit\IMG_3282.jpeg,yolo(conf=0.49),0.487,233,805,907,2037,199,743,941,2099
penguins_data\Kermit\IMG_3283.jpeg,belly\Kermit\IMG_3283.jpeg,yolo(conf=0.53),0.528,207,869,929,2139,171,805,965,2203
penguins_data\Kermit\IMG_3284.jpeg,belly\Kermit\IMG_3284.jpeg,yolo(conf=0.61),0.608,143,752,964,2117,102,684,1005,2185
penguins_data\Kermit\IMG_3285.jpeg,belly\Kermit\IMG_3285.jpeg,yolo(conf=0.52),0.515,144,844,1009,2162,101,778,1052,2228
penguins_data\Kermit\IMG_3286.jpeg,belly\Kermit\IMG_3286.jpeg,yolo(conf=0.47),0.467,48,149,978,1501,2,81,1024,1569
penguins_data\Kermit\IMG_3287.jpeg,belly\Kermit\IMG_3287.jpeg,yolo(conf=0.48),0.477,98,154,876,1199,59,102,915,1251
penguins_data\Kermit\IMG_3288.jpeg,belly\Kermit\IMG_3288.jpeg,yolo(conf=0.58),0.575,59,481,809,1680,21,421,847,1740
penguins_data\Kermit\IMG_3289.jpeg,belly\Kermit\IMG_3289.jpeg,yolo(conf=0.72),0.723,98,526,747,1776,66,464,779,1838
penguins_data\Kermit\IMG_3290.jpeg,belly\Kermit\IMG_3290.jpeg,yolo(conf=0.73),0.733,105,530,780,1670,71,473,814,1727
penguins_data\Kermit\IMG_3291.jpeg,belly\Kermit\IMG_3291.jpeg,yolo(conf=0.67),0.672,97,488,762,1721,64,426,795,1783
penguins_data\Kermit\IMG_3292.jpeg,belly\Kermit\IMG_3292.jpeg,yolo(conf=0.75),0.750,131,538,865,1897,94,470,902,1965
penguins_data\Kermit\IMG_3293.jpeg,belly\Kermit\IMG_3293.jpeg,yolo(conf=0.76),0.760,78,647,859,2036,39,578,898,2105
penguins_data\Kermit\IMG_3294.jpeg,belly\Kermit\IMG_3294.jpeg,yolo(conf=0.67),0.667,557,1193,1445,2676,513,1119,1489,2750
penguins_data\Kermit\IMG_3420_box1.jpg,belly\Kermit\IMG_3420_box1.jpg,yolo(conf=0.75),0.748,89,290,543,1097,66,250,566,1137
penguins_data\Kermit\IMG_3422_box2.jpg,belly\Kermit\IMG_3422_box2.jpg,yolo(conf=0.64),0.638,161,320,758,1246,131,274,788,1258
penguins_data\Kermit\IMGP0793.JPG,belly\Kermit\IMGP0793.JPG,yolo(conf=0.65),0.654,417,483,955,1556,390,429,982,1610
penguins_data\Kermit\IMGP0809.JPG,belly\Kermit\IMGP0809.JPG,yolo(conf=0.59),0.589,425,601,1043,1923,394,535,1074,1989
penguins_data\Kermit\IMGP0810.JPG,belly\Kermit\IMGP0810.JPG,yolo(conf=0.47),0.469,238,240,997,1656,200,169,1035,1727
