source_path,output_path,status,confidence,det_left,det_top,det_right,det_bottom,crop_left,crop_top,crop_right,crop_bottom
penguins_dataset_split_body\train\Coco\Coco4.jpg,penguins_dataset_split_belly\train\Coco\Coco4.jpg,yolo(conf=0.84),0.837,355,443,776,1036,334,413,797,1066
penguins_dataset_split_body\train\Coco\Coco6.jpg,penguins_dataset_split_belly\train\Coco\Coco6.jpg,yolo(conf=0.69),0.690,86,301,579,1097,61,261,604,1137
penguins_dataset_split_body\train\Coco\Coco7.jpg,penguins_dataset_split_belly\train\Coco\Coco7.jpg,yolo(conf=0.78),0.778,127,482,487,997,109,456,505,1023
penguins_dataset_split_body\train\Coco\Coco8.jpg,penguins_dataset_split_belly\train\Coco\Coco8.jpg,yolo(conf=0.71),0.711,220,623,671,1667,197,571,685,1719
penguins_dataset_split_body\train\Coco\Coco9.jpg,penguins_dataset_split_belly\train\Coco\Coco9.jpg,yolo(conf=0.79),0.795,70,255,596,943,44,221,622,977
penguins_dataset_split_body\train\Coco\DSC_2684.jpeg,penguins_dataset_split_belly\train\Coco\DSC_2684.jpeg,no_detection_fallback,0.000,,,,,120,85,1085,272
penguins_dataset_split_body\train\Coco\DSC_2685.jpeg,penguins_dataset_split_belly\train\Coco\DSC_2685.jpeg,yolo(conf=0.41),0.413,358,93,1805,1794,286,8,1877,1879
penguins_dataset_split_body\train\Coco\DSC_2686.jpeg,penguins_dataset_split_belly\train\Coco\DSC_2686.jpeg,yolo(conf=0.52),0.524,0,0,1381,1457,0,0,1450,1530
penguins_dataset_split_body\train\Cooper\Cooper10.jpg,penguins_dataset_split_belly\train\Cooper\Cooper10.jpg,yolo(conf=0.68),0.681,265,305,567,638,250,288,567,655
penguins_dataset_split_body\train\Cooper\Cooper12.jpg,penguins_dataset_split_belly\train\Cooper\Cooper12.jpg,yolo(conf=0.69),0.685,149,297,481,806,132,272,498,831
penguins_dataset_split_body\train\Cooper\Cooper13.jpg,penguins_dataset_split_belly\train\Cooper\Cooper13.jpg,yolo(conf=0.71),0.715,109,486,702,1215,79,450,732,1251
penguins_dataset_split_body\train\Cooper\Cooper14.jpg,penguins_dataset_split_belly\train\Cooper\Cooper14.jpg,yolo(conf=0.58),0.580,133,434,524,905,113,410,544,929
penguins_dataset_split_body\train\Cooper\Cooper15.jpg,penguins_dataset_split_belly\train\Cooper\Cooper15.jpg,yolo(conf=0.60),0.602,138,458,572,1092,116,426,594,1124
penguins_dataset_split_body\train\Cooper\Cooper3.jpg,penguins_dataset_split_belly\train\Cooper\Cooper3.jpg,yolo(conf=0.84),0.836,220,463,617,913,200,441,637,935
penguins_dataset_split_body\train\Cooper\Cooper5.jpg,penguins_dataset_split_belly\train\Cooper\Cooper5.jpg,yolo(conf=0.70),0.703,33,175,224,444,23,162,234,457
penguins_dataset_split_body\train\Cooper\Cooper6.jpg,penguins_dataset_split_belly\train\Cooper\Cooper6.jpg,yolo(conf=0.78),0.785,279,149,526,419,267,135,538,433
penguins_dataset_split_body\train\Cooper\Cooper7.jpg,penguins_dataset_split_belly\train\Cooper\Cooper7.jpg,yolo(conf=0.84),0.841,92,232,266,512,83,218,275,526
penguins_dataset_split_body\train\Cooper\Cooper9.jpg,penguins_dataset_split_belly\train\Cooper\Cooper9.jpg,yolo(conf=0.51),0.509,405,250,952,1219,378,202,979,1267
penguins_dataset_split_body\train\Cooper\DSC_2408.jpeg,penguins_dataset_split_belly\train\Cooper\DSC_2408.jpeg,yolo(conf=0.83),0.831,547,876,1217,2281,513,806,1251,2351
penguins_dataset_split_body\train\Cooper\DSC_2409.jpeg,penguins_dataset_split_belly\train\Cooper\DSC_2409.jpeg,yolo(conf=0.72),0.720,168,185,466,789,153,155,481,819
penguins_dataset_split_body\train\Cooper\DSC_2421.jpeg,penguins_dataset_split_belly\train\Cooper\DSC_2421.jpeg,no_detection_fallback,0.000,,,,,164,647,1481,2071
penguins_dataset_split_body\train\Cooper\DSC_2424.jpeg,penguins_dataset_split_belly\train\Cooper\DSC_2424.jpeg,yolo(conf=0.76),0.758,164,169,473,802,149,137,488,834
penguins_dataset_split_body\train\Cooper\DSC_2425.jpeg,penguins_dataset_split_belly\train\Cooper\DSC_2425.jpeg,yolo(conf=0.72),0.717,99,203,473,865,80,170,492,898
penguins_dataset_split_body\train\Cooper\IMG_0104_box2.jpg,penguins_dataset_split_belly\train\Cooper\IMG_0104_box2.jpg,no_detection_fallback,0.000,,,,,83,249,754,799
penguins_dataset_split_body\train\Cooper\IMG_0133_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_0133_box1.jpg,no_detection_fallback,0.000,,,,,56,179,506,574
penguins_dataset_split_body\train\Cooper\IMG_0322_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_0322_box1.jpg,yolo(conf=0.63),0.635,164,331,909,1768,127,259,946,1840
penguins_dataset_split_body\train\Cooper\IMG_0384_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_0384_box1.jpg,yolo(conf=0.56),0.557,90,179,396,642,75,156,411,665
penguins_dataset_split_body\train\Cooper\IMG_0407_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_0407_box1.jpg,yolo(conf=0.52),0.521,0,0,264,379,0,0,277,398
penguins_dataset_split_body\train\Cooper\IMG_0408_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_0408_box1.jpg,yolo(conf=0.41),0.415,0,410,354,616,0,400,372,617
penguins_dataset_split_body\train\Cooper\IMG_0446_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_0446_box1.jpg,yolo(conf=0.45),0.451,0,309,250,897,0,280,262,909
penguins_dataset_split_body\train\Cooper\IMG_0525_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_0525_box1.jpg,no_detection_fallback,0.000,,,,,28,140,260,448
penguins_dataset_split_body\train\Cooper\IMG_1047_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1047_box1.jpg,yolo(conf=0.45),0.450,107,259,467,948,89,225,485,982
penguins_dataset_split_body\train\Cooper\IMG_1048_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1048_box1.jpg,yolo(conf=0.36),0.364,227,291,519,905,212,260,534,936
penguins_dataset_split_body\train\Cooper\IMG_1093_box2.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1093_box2.jpg,yolo(conf=0.42),0.424,277,126,630,653,259,100,648,679
penguins_dataset_split_body\train\Cooper\IMG_1172_box3.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1172_box3.jpg,yolo(conf=0.59),0.592,241,246,552,597,225,228,568,614
penguins_dataset_split_body\train\Cooper\IMG_1386_box5.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1386_box5.jpg,yolo(conf=0.63),0.629,59,232,386,622,43,212,402,642
penguins_dataset_split_body\train\Cooper\IMG_1430_box3.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1430_box3.jpg,yolo(conf=0.68),0.681,47,161,272,464,36,146,283,479
penguins_dataset_split_body\train\Cooper\IMG_1433_box3.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1433_box3.jpg,yolo(conf=0.69),0.693,89,278,410,848,73,250,426,876
penguins_dataset_split_body\train\Cooper\IMG_1435_box3.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1435_box3.jpg,yolo(conf=0.74),0.739,146,315,543,883,126,287,563,911
penguins_dataset_split_body\train\Cooper\IMG_1463_box4.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1463_box4.jpg,yolo(conf=0.30),0.298,26,157,108,192,22,155,112,193
penguins_dataset_split_body\train\Cooper\IMG_1464_box2.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1464_box2.jpg,no_detection_fallback,0.000,,,,,10,75,98,242
penguins_dataset_split_body\train\Cooper\IMG_1598_box3.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1598_box3.jpg,yolo(conf=0.54),0.545,199,468,473,1095,185,437,487,1126
penguins_dataset_split_body\train\Cooper\IMG_1714_box4.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1714_box4.jpg,yolo(conf=0.48),0.481,16,46,161,299,9,33,168,312
penguins_dataset_split_body\train\Cooper\IMG_1715_box2.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1715_box2.jpg,no_detection_fallback,0.000,,,,,21,121,197,389
penguins_dataset_split_body\train\Cooper\IMG_1716_box3.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1716_box3.jpg,no_detection_fallback,0.000,,,,,26,121,239,389
penguins_dataset_split_body\train\Cooper\IMG_1717_box2.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1717_box2.jpg,no_detection_fallback,0.000,,,,,30,126,272,404
penguins_dataset_split_body\train\Cooper\IMG_1718_box4.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1718_box4.jpg,no_detection_fallback,0.000,,,,,29,126,261,405
penguins_dataset_split_body\train\Cooper\IMG_1789_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1789_box1.jpg,yolo(conf=0.60),0.596,112,130,455,752,95,99,472,783
penguins_dataset_split_body\train\Cooper\IMG_1791_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1791_box1.jpg,yolo(conf=0.68),0.684,222,345,677,1061,199,309,700,1097
penguins_dataset_split_body\train\Cooper\IMG_1848_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1848_box1.jpg,no_detection_fallback,0.000,,,,,27,126,245,404
penguins_dataset_split_body\train\Cooper\IMG_1870_box4.jpg,penguins_dataset_split_belly\train\Cooper\IMG_1870_box4.jpg,yolo(conf=0.32),0.319,155,93,517,512,137,72,517,533
penguins_dataset_split_body\train\Cooper\IMG_2106_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_2106_box1.jpg,no_detection_fallback,0.000,,,,,49,202,448,646
penguins_dataset_split_body\train\Cooper\IMG_2107_box2.jpg,penguins_dataset_split_belly\train\Cooper\IMG_2107_box2.jpg,yolo(conf=0.71),0.714,117,250,464,785,100,223,481,812
penguins_dataset_split_body\train\Cooper\IMG_2109_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_2109_box1.jpg,yolo(conf=0.72),0.724,84,267,465,825,65,239,470,853
penguins_dataset_split_body\train\Cooper\IMG_2111_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_2111_box1.jpg,yolo(conf=0.70),0.697,69,79,451,644,50,51,451,672
penguins_dataset_split_body\train\Cooper\IMG_2112_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_2112_box1.jpg,yolo(conf=0.69),0.693,107,156,468,711,89,128,486,739
penguins_dataset_split_body\train\Cooper\IMG_2154_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_2154_box1.jpg,yolo(conf=0.49),0.488,109,186,352,460,97,172,364,474
penguins_dataset_split_body\train\Cooper\IMG_2206_box2.jpg,penguins_dataset_split_belly\train\Cooper\IMG_2206_box2.jpg,no_detection_fallback,0.000,,,,,81,270,735,865
penguins_dataset_split_body\train\Cooper\IMG_2285_box1.jpg,penguins_dataset_split_belly\train\Cooper\IMG_2285_box1.jpg,yolo(conf=0.77),0.769,151,439,696,1636,124,379,723,1681
penguins_dataset_split_body\train\Cooper\IMG_2716.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2716.jpeg,yolo(conf=0.72),0.723,118,330,527,909,98,301,547,938
penguins_dataset_split_body\train\Cooper\IMG_2717.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2717.jpeg,yolo(conf=0.79),0.792,151,344,624,857,127,318,648,883
penguins_dataset_split_body\train\Cooper\IMG_2718.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2718.jpeg,yolo(conf=0.72),0.720,158,480,708,1220,130,443,736,1257
penguins_dataset_split_body\train\Cooper\IMG_2721.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2721.jpeg,no_detection_fallback,0.000,,,,,142,485,1279,1552
penguins_dataset_split_body\train\Cooper\IMG_2722.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2722.jpeg,yolo(conf=0.44),0.440,327,686,932,1533,297,644,962,1575
penguins_dataset_split_body\train\Cooper\IMG_2723.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2723.jpeg,yolo(conf=0.58),0.580,477,634,1239,1382,439,597,1277,1419
penguins_dataset_split_body\train\Cooper\IMG_2724.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2724.jpeg,no_detection_fallback,0.000,,,,,207,345,1867,1105
penguins_dataset_split_body\train\Cooper\IMG_2858.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2858.jpeg,yolo(conf=0.61),0.613,385,765,2446,3314,282,638,2549,3441
penguins_dataset_split_body\train\Cooper\IMG_2859.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2859.jpeg,yolo(conf=0.54),0.535,364,469,2061,2379,279,373,2146,2475
penguins_dataset_split_body\train\Cooper\IMG_2861.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2861.jpeg,yolo(conf=0.52),0.521,324,527,2013,2031,240,452,2097,2106
penguins_dataset_split_body\train\Cooper\IMG_2862.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2862.jpeg,yolo(conf=0.57),0.567,555,445,2364,2143,465,360,2454,2228
penguins_dataset_split_body\train\Cooper\IMG_2863.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2863.jpeg,yolo(conf=0.41),0.405,181,236,2430,2856,69,105,2542,2987
penguins_dataset_split_body\train\Cooper\IMG_2864.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2864.jpeg,yolo(conf=0.45),0.445,232,277,2448,2872,121,147,2448,2936
penguins_dataset_split_body\train\Cooper\IMG_2865.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2865.jpeg,no_detection_fallback,0.000,,,,,152,283,1375,906
penguins_dataset_split_body\train\Cooper\IMG_2866.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2866.jpeg,yolo(conf=0.50),0.500,477,1285,1361,1757,433,1261,1405,1760
penguins_dataset_split_body\train\Cooper\IMG_2867.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2867.jpeg,no_detection_fallback,0.000,,,,,180,373,1621,1193
penguins_dataset_split_body\train\Cooper\IMG_2868.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2868.jpeg,yolo(conf=0.26),0.264,786,954,1441,2509,753,876,1441,2587
penguins_dataset_split_body\train\Cooper\IMG_2903.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2903.jpeg,yolo(conf=0.83),0.830,296,1128,1528,2804,234,1044,1590,2888
penguins_dataset_split_body\train\Cooper\IMG_2904.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2904.jpeg,yolo(conf=0.58),0.582,378,1101,1534,2237,320,1044,1592,2237
penguins_dataset_split_body\train\Cooper\IMG_2905.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2905.jpeg,yolo(conf=0.73),0.727,411,1128,1663,2805,348,1044,1726,2889
penguins_dataset_split_body\train\Cooper\IMG_2907.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2907.jpeg,yolo(conf=0.64),0.642,118,492,1495,2606,49,386,1564,2712
penguins_dataset_split_body\train\Cooper\IMG_2909.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2909.jpeg,yolo(conf=0.78),0.780,335,1440,1728,3023,265,1361,1798,3102
penguins_dataset_split_body\train\Cooper\IMG_2964.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2964.jpeg,yolo(conf=0.37),0.368,139,174,481,667,122,149,498,692
penguins_dataset_split_body\train\Cooper\IMG_2965.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_2965.jpeg,yolo(conf=0.34),0.343,566,1360,1779,3285,505,1264,1840,3381
penguins_dataset_split_body\train\Cooper\IMG_3244.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_3244.jpeg,yolo(conf=0.69),0.686,325,892,1832,3393,250,767,1907,3518
penguins_dataset_split_body\train\Cooper\IMG_3250.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_3250.jpeg,yolo(conf=0.73),0.727,337,604,1043,1597,302,554,1078,1647
penguins_dataset_split_body\train\Cooper\IMG_3252.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_3252.jpeg,no_detection_fallback,0.000,,,,,210,724,1892,2319
penguins_dataset_split_body\train\Cooper\IMG_3254.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_3254.jpeg,no_detection_fallback,0.000,,,,,120,437,1085,1399
penguins_dataset_split_body\train\Cooper\IMG_3255.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_3255.jpeg,yolo(conf=0.72),0.725,177,664,1014,1852,135,605,1056,1911
penguins_dataset_split_body\train\Cooper\IMG_3256.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_3256.jpeg,yolo(conf=0.84),0.839,119,715,1053,1924,72,655,1100,1984
penguins_dataset_split_body\train\Cooper\IMG_3257.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_3257.jpeg,yolo(conf=0.80),0.800,249,692,1163,2013,203,626,1209,2079
penguins_dataset_split_body\train\Cooper\IMG_3258.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_3258.jpeg,yolo(conf=0.75),0.754,326,806,1300,2248,277,734,1349,2320
penguins_dataset_split_body\train\Cooper\IMG_3260.jpeg,penguins_dataset_split_belly\train\Cooper\IMG_3260.jpeg,yolo(conf=0.43),0.427,630,871,1674,2529,578,788,1726,2612
penguins_dataset_split_body\train\Cooper\IMGP0073.JPG,penguins_dataset_split_belly\train\Cooper\IMGP0073.JPG,yolo(conf=0.62),0.619,129,482,910,1451,90,434,949,1499
penguins_dataset_split_body\train\Cooper\IMGP0075.JPG,penguins_dataset_split_belly\train\Cooper\IMGP0075.JPG,no_detection_fallback,0.000,,,,,148,681,1335,2180
penguins_dataset_split_body\train\Cooper\IMGP0388.JPG,penguins_dataset_split_belly\train\Cooper\IMGP0388.JPG,yolo(conf=0.70),0.703,319,973,1513,2598,259,892,1573,2679
penguins_dataset_split_body\train\Cooper\IMGP0389.JPG,penguins_dataset_split_belly\train\Cooper\IMGP0389.JPG,yolo(conf=0.57),0.575,151,941,1247,2501,96,863,1302,2579
penguins_dataset_split_body\train\Courtney\Courtney1.jpg,penguins_dataset_split_belly\train\Courtney\Courtney1.jpg,yolo(conf=0.83),0.826,101,386,508,904,81,360,528,930
penguins_dataset_split_body\train\Courtney\Courtney3.jpg,penguins_dataset_split_belly\train\Courtney\Courtney3.jpg,no_detection_fallback,0.000,,,,,78,291,707,932
penguins_dataset_split_body\train\Courtney\Courtney4.jpg,penguins_dataset_split_belly\train\Courtney\Courtney4.jpg,no_detection_fallback,0.000,,,,,31,143,284,459
penguins_dataset_split_body\train\Courtney\Courtney5.jpg,penguins_dataset_split_belly\train\Courtney\Courtney5.jpg,yolo(conf=0.60),0.603,55,277,460,998,35,241,480,1034
penguins_dataset_split_body\train\Courtney\DSC_2726.jpeg,penguins_dataset_split_belly\train\Courtney\DSC_2726.jpeg,yolo(conf=0.59),0.587,201,416,863,1471,168,363,896,1524
penguins_dataset_split_body\train\Courtney\DSC_2728.jpeg,penguins_dataset_split_belly\train\Courtney\DSC_2728.jpeg,yolo(conf=0.74),0.742,179,472,758,1444,150,423,787,1493
penguins_dataset_split_body\train\Courtney\DSC_2729.jpeg,penguins_dataset_split_belly\train\Courtney\DSC_2729.jpeg,yolo(conf=0.61),0.609,418,1014,1638,2748,357,927,1699,2770
penguins_dataset_split_body\train\Courtney\IMG_0390_box1.jpg,penguins_dataset_split_belly\train\Courtney\IMG_0390_box1.jpg,yolo(conf=0.60),0.599,194,177,633,1020,172,135,655,1062
penguins_dataset_split_body\train\Courtney\IMG_0782_box4.jpg,penguins_dataset_split_belly\train\Courtney\IMG_0782_box4.jpg,yolo(conf=0.39),0.387,21,3,235,398,10,0,246,418
penguins_dataset_split_body\train\Courtney\IMG_0783_box3.jpg,penguins_dataset_split_belly\train\Courtney\IMG_0783_box3.jpg,yolo(conf=0.57),0.568,16,133,305,617,2,109,319,641
penguins_dataset_split_body\train\Courtney\IMG_0784_box1.jpg,penguins_dataset_split_belly\train\Courtney\IMG_0784_box1.jpg,no_detection_fallback,0.000,,,,,34,137,310,440
penguins_dataset_split_body\train\Courtney\IMG_0785_box2.jpg,penguins_dataset_split_belly\train\Courtney\IMG_0785_box2.jpg,yolo(conf=0.45),0.450,152,0,570,648,131,0,591,680
penguins_dataset_split_body\train\Courtney\IMG_0786_box1.jpg,penguins_dataset_split_belly\train\Courtney\IMG_0786_box1.jpg,yolo(conf=0.42),0.421,113,0,547,559,91,0,547,587
penguins_dataset_split_body\train\Courtney\IMG_0788_box3.jpg,penguins_dataset_split_belly\train\Courtney\IMG_0788_box3.jpg,no_detection_fallback,0.000,,,,,43,184,390,591
penguins_dataset_split_body\train\Courtney\IMG_0822_box2.jpg,penguins_dataset_split_belly\train\Courtney\IMG_0822_box2.jpg,yolo(conf=0.47),0.471,17,213,296,788,3,184,310,817
penguins_dataset_split_body\train\Courtney\IMG_2910_box6.jpg,penguins_dataset_split_belly\train\Courtney\IMG_2910_box6.jpg,no_detection_fallback,0.000,,,,,28,183,255,585
penguins_dataset_split_body\train\Courtney\IMG_2915_box3.jpg,penguins_dataset_split_belly\train\Courtney\IMG_2915_box3.jpg,yolo(conf=0.36),0.363,120,133,392,729,106,103,392,759
penguins_dataset_split_body\train\Courtney\IMG_2940_box6.jpg,penguins_dataset_split_belly\train\Courtney\IMG_2940_box6.jpg,no_detection_fallback,0.000,,,,,34,191,312,613
penguins_dataset_split_body\train\Courtney\IMG_2942_box4.jpg,penguins_dataset_split_belly\train\Courtney\IMG_2942_box4.jpg,yolo(conf=0.58),0.584,74,232,356,850,60,201,356,881
penguins_dataset_split_body\train\Courtney\IMGP0405.JPG,penguins_dataset_split_belly\train\Courtney\IMGP0405.JPG,yolo(conf=0.67),0.666,128,138,719,1110,98,89,749,1159
penguins_dataset_split_body\train\Courtney\IMGP0406.JPG,penguins_dataset_split_belly\train\Courtney\IMGP0406.JPG,yolo(conf=0.70),0.704,134,314,799,1396,101,260,832,1450
penguins_dataset_split_body\train\Courtney\IMGP0408.JPG,penguins_dataset_split_belly\train\Courtney\IMGP0408.JPG,yolo(conf=0.83),0.827,99,539,717,1621,68,485,748,1675
penguins_dataset_split_body\train\Courtney\IMGP0414.JPG,penguins_dataset_split_belly\train\Courtney\IMGP0414.JPG,yolo(conf=0.75),0.750,203,449,747,1538,176,395,747,1592
penguins_dataset_split_body\train\Courtney\IMGP0416.JPG,penguins_dataset_split_belly\train\Courtney\IMGP0416.JPG,no_detection_fallback,0.000,,,,,90,510,818,1632
penguins_dataset_split_body\train\Courtney\IMGP0417.JPG,penguins_dataset_split_belly\train\Courtney\IMGP0417.JPG,yolo(conf=0.54),0.537,505,134,928,1183,484,82,928,1235
penguins_dataset_split_body\train\Courtney\IMGP0418.JPG,penguins_dataset_split_belly\train\Courtney\IMGP0418.JPG,yolo(conf=0.65),0.650,188,433,596,1181,168,396,616,1200
penguins_dataset_split_body\train\Danny\Danny 1.jpg,penguins_dataset_split_belly\train\Danny\Danny 1.jpg,yolo(conf=0.81),0.813,137,571,601,1301,114,535,624,1337
penguins_dataset_split_body\train\Danny\Danny 2.jpg,penguins_dataset_split_belly\train\Danny\Danny 2.jpg,yolo(conf=0.76),0.757,91,461,462,1095,72,429,481,1127
penguins_dataset_split_body\train\Danny\Danny 4.jpg,penguins_dataset_split_belly\train\Danny\Danny 4.jpg,no_detection_fallback,0.000,,,,,44,217,404,695
penguins_dataset_split_body\train\Danny\DSC_2732.jpeg,penguins_dataset_split_belly\train\Danny\DSC_2732.jpeg,no_detection_fallback,0.000,,,,,139,595,1258,1904
penguins_dataset_split_body\train\Danny\DSC_2734.jpeg,penguins_dataset_split_belly\train\Danny\DSC_2734.jpeg,yolo(conf=0.64),0.638,757,594,2157,2656,687,491,2227,2759
penguins_dataset_split_body\train\Danny\IMG_0789_box1.jpg,penguins_dataset_split_belly\train\Danny\IMG_0789_box1.jpg,yolo(conf=0.35),0.355,0,158,69,537,0,139,72,556
penguins_dataset_split_body\train\Danny\IMG_0794_box6.jpg,penguins_dataset_split_belly\train\Danny\IMG_0794_box6.jpg,yolo(conf=0.64),0.644,69,171,264,556,59,152,274,575
penguins_dataset_split_body\train\Danny\IMG_0797_box2.jpg,penguins_dataset_split_belly\train\Danny\IMG_0797_box2.jpg,yolo(conf=0.51),0.515,18,166,212,561,8,146,222,581
penguins_dataset_split_body\train\Danny\IMG_0799_box8.jpg,penguins_dataset_split_belly\train\Danny\IMG_0799_box8.jpg,yolo(conf=0.51),0.511,121,98,348,398,110,83,348,399
penguins_dataset_split_body\train\Danny\IMG_0822_box4.jpg,penguins_dataset_split_belly\train\Danny\IMG_0822_box4.jpg,yolo(conf=0.70),0.695,169,292,500,897,152,262,517,927
penguins_dataset_split_body\train\Danny\IMG_0823_box2.jpg,penguins_dataset_split_belly\train\Danny\IMG_0823_box2.jpg,yolo(conf=0.72),0.718,113,381,552,1196,91,340,574,1216
penguins_dataset_split_body\train\Danny\IMG_0825_box1.jpg,penguins_dataset_split_belly\train\Danny\IMG_0825_box1.jpg,yolo(conf=0.57),0.569,27,377,471,1180,5,337,493,1209
penguins_dataset_split_body\train\Danny\IMG_0828_box5.jpg,penguins_dataset_split_belly\train\Danny\IMG_0828_box5.jpg,yolo(conf=0.54),0.536,116,492,566,690,94,482,588,691
penguins_dataset_split_body\train\Danny\IMG_0830_box2.jpg,penguins_dataset_split_belly\train\Danny\IMG_0830_box2.jpg,yolo(conf=0.66),0.662,276,480,840,1302,248,439,868,1308
penguins_dataset_split_body\train\Danny\IMG_0831_box4.jpg,penguins_dataset_split_belly\train\Danny\IMG_0831_box4.jpg,yolo(conf=0.71),0.706,116,502,611,1339,91,460,616,1348
penguins_dataset_split_body\train\Danny\IMG_0832_box3.jpg,penguins_dataset_split_belly\train\Danny\IMG_0832_box3.jpg,yolo(conf=0.47),0.467,0,521,369,1365,0,479,387,1380
penguins_dataset_split_body\train\Danny\IMG_0833_box1.jpg,penguins_dataset_split_belly\train\Danny\IMG_0833_box1.jpg,yolo(conf=0.69),0.694,211,497,745,1390,184,452,772,1405
penguins_dataset_split_body\train\Danny\IMG_1038_box4.jpg,penguins_dataset_split_belly\train\Danny\IMG_1038_box4.jpg,no_detection_fallback,0.000,,,,,27,176,248,565
penguins_dataset_split_body\train\Danny\IMG_1039_box1.jpg,penguins_dataset_split_belly\train\Danny\IMG_1039_box1.jpg,no_detection_fallback,0.000,,,,,40,63,363,204
penguins_dataset_split_body\train\Danny\IMG_1040_box1.jpg,penguins_dataset_split_belly\train\Danny\IMG_1040_box1.jpg,yolo(conf=0.75),0.745,155,393,409,1058,142,360,409,1070
penguins_dataset_split_body\train\Danny\IMG_2403_box2.jpg,penguins_dataset_split_belly\train\Danny\IMG_2403_box2.jpg,yolo(conf=0.65),0.653,124,306,463,960,107,273,480,993
penguins_dataset_split_body\train\Dragon\Dragon2.jpg,penguins_dataset_split_belly\train\Dragon\Dragon2.jpg,yolo(conf=0.78),0.776,167,476,592,1226,146,438,613,1264
penguins_dataset_split_body\train\Dragon\Dragon3.jpg,penguins_dataset_split_belly\train\Dragon\Dragon3.jpg,yolo(conf=0.70),0.700,113,282,518,950,93,249,538,983
penguins_dataset_split_body\train\Dragon\IMG_4314 copy.jpeg,penguins_dataset_split_belly\train\Dragon\IMG_4314 copy.jpeg,no_detection_fallback,0.000,,,,,42,66,378,213
penguins_dataset_split_body\train\Dragon\IMG_4316 copy.jpeg,penguins_dataset_split_belly\train\Dragon\IMG_4316 copy.jpeg,yolo(conf=0.50),0.495,9,128,267,574,0,106,280,596
